id,source,year,title,decision,reason,doi
423,acm,2023,Cultural Heritage Enhancement through Digital Storytelling and Context-Aware Recommender System,EXCLUDE,EC2 – cultural heritage recommender with digital storytelling,10.1145/3617233.3617241
424,acm,2022,Unbiased Sequential Recommendation with Latent Confounders,EXCLUDE,EC2 – unbiased sequential recommendation,10.1145/3485447.3512092
425,acm,2025,An Efficient Spark-Based Framework for E-Commerce Data Analysis and Processing,EXCLUDE,EC2 – Spark-based e-commerce data analysis,10.1145/3776942.3776989
426,acm,2024,A Review of Mining User Needs Based on Text Sentiment Analysis Technology and KANO Model,EXCLUDE,EC2 – online review mining with sentiment and KANO model,10.1145/3696952.3696987
427,acm,2024,Teachable Facets: A Framework of Interactive Machine Teaching for Information Filtering,EXCLUDE,context – interactive machine teaching for information filtering (online),10.1145/3627508.3638289
428,acm,2025,"'Always Nice and Confident, Sometimes Wrong': Developer's Experiences Engaging Generative AI Chatbots Versus Human-Powered Q&amp,A Platforms",EXCLUDE,context – developer experiences with generative AI chatbots vs Q&A,10.1145/3710927
429,acm,2024,Construction of a Personalized Sports Course Teaching Platform in the Context of Internet+,EXCLUDE,context – personalized sports education platform,10.1145/3660043.3660229
430,acm,2022,"Situational Recommender: Are You On the Spot, Refining Plans, or Just Bored?",EXCLUDE,EC2 – situational POI recommender,10.1145/3491102.3501909
431,acm,2025,Research on the Application and Strategy of AIGC Technology in Fashion Brand Communication,EXCLUDE,EC2 – AIGC for fashion brand communication,10.1145/3776942.3776979
432,acm,2025,"Exploring Personalized Health Support through Data-Driven, Theory-Guided LLMs: A Case Study in Sleep Health",EXCLUDE,context – LLM for sleep health support (health personalization),10.1145/3706598.3713852
433,acm,2021,A Survey on Conversational Recommender Systems,EXCLUDE,EC2 – conversational recommender systems survey,10.1145/3453154
434,acm,2025,Research on E-commerce User Portrait Construction and Optimization Path Based on K-means Clustering Algorithm,EXCLUDE,EC2 – e-commerce user portrait construction (K-means),10.1145/3746709.3746946
435,acm,2025,Report on the 2nd Workshop on Task-Focused IR in the Era of Generative AI,EXCLUDE,EC4 – workshop report on task-focused IR with GenAI,10.1145/3722449.3722466
436,acm,2025,A Text Mining Model for Evaluating the Communication Effectiveness of Educational Variety Shows,EXCLUDE,context – text mining for educational variety show communication,10.1145/3727353.3727375
437,acm,2021,Counterfactual Review-based Recommendation,EXCLUDE,EC2 – counterfactual review-based recommendation,10.1145/3459637.3482244
438,acm,2025,Report on the 1st Workshop on Simulations for Information Access (Sim4IA 2024) at SIGIR 2024,EXCLUDE,EC4 – workshop report on simulations for information access,10.1145/3722449.3722460
439,acm,2025,Evaluation of a Tailored Mobile Application for Self-Management of Low Back Pain: Towards a Metamodel for Designing Behavior Change Technologies,EXCLUDE,context – mobile app for low back pain self-management,10.1145/3706598.3713224
440,acm,2025,The Centers and Margins of Modeling Humans in Well-being Technologies,EXCLUDE,context – human modeling in well-being technologies (critical ML),10.1145/3706598.3713940
441,acm,2024,A Privacy Measure Turned Upside Down? Investigating the Use of HTTP Client Hints on the Web,EXCLUDE,context – HTTP client hints and web privacy,10.1145/3664476.3664478
442,acm,2025,Modelling and Predicting User Actions in Conversational Information Retrieval,EXCLUDE,EC2/context – LLM for user action modeling in conversational IR,10.1145/3731120.3744622
443,acm,2024,A Learnable Agent Collaboration Network Framework for Personalized Multimodal AI Search Engine,EXCLUDE,EC2/context – multimodal AI search engine with LLM+RAG,10.1145/3689091.3690087
444,acm,2025,Domain Experience and Expertise in Explainable AI Applications: A Bearing Fault Diagnosis Case Study,EXCLUDE,context – XAI domain expertise study (bearing fault diagnosis),10.1145/3757583
445,acm,2025,Research on the demand of game Industry Talent based on Online recruitment,EXCLUDE,context – game industry talent demand analysis,10.1145/3745238.3745522
446,acm,2026,User Risk Perceptions and Privacy Attitudes towards Menopause Data Collection and Use,EXCLUDE,context – user privacy perceptions for menopause health data,10.1145/3797822
447,acm,2022,Supporting people with autism spectrum disorders in the exploration of PoIs: an inclusive recommender system,EXCLUDE,EC2 – inclusive recommender for autism spectrum users (POI),10.1145/3505267
448,acm,2021,Market2Dish: Health-aware Food Recommendation,EXCLUDE,EC2 – health-aware food recommendation,10.1145/3418211
449,acm,2025,Through Their Eyes: User Perceptions on Sensitive Attribute Inference of Social Media Videos by Visual Language Models,EXCLUDE,EC2 – social media video sensitive attribute inference (VLMs),10.1145/3733816.3760751
450,acm,2025,Tapping the Potential of Large Language Models as Recommender Systems: A Comprehensive Framework and Empirical Analysis,EXCLUDE,EC2 – LLM as recommender systems analysis,10.1145/3726871
451,acm,2024,Designing online peer support for parents of adolescents at risk of mental health challenges,EXCLUDE,context – online peer support design for parents (mental health),10.1145/3613904.3642184
452,acm,2025,Understanding #CreepyTech: Exploring the Context of Creepiness of Emerging Technology,EXCLUDE,context – creepiness of emerging technology (qualitative study),10.14236/ewic/bcshci2025.11
453,acm,2023,Contrastive Learning for User Sequence Representation in Personalized Product Search,EXCLUDE,EC2 – contrastive learning for personalized product search,10.1145/3580305.3599287
454,acm,2023,Recognize News Transition from Collective Behavior for News Recommendation,EXCLUDE,EC2 – news recommendation collective behavior,10.1145/3578362
455,acm,2025,"Long-Term Interactions with Social Robots: Trends, Insights, and Recommendations",EXCLUDE,context – long-term HRI interactions survey,10.1145/3729539
456,acm,2026,From Patient Burdens to User Agency: Designing for Real-Time Protection Support in Online Health Consultations,EXCLUDE,context – online health consultation privacy protection,10.1145/3714394.3756335
457,acm,2025,Blooming Beats: An Interactive Explainable Recommender System for Exploring Personal Music Narratives through Data Humanism Principles,EXCLUDE,EC2 – music recommender with personal narratives,10.1145/3750069.3750396
458,acm,2024,Entity Footprinting: Modeling Contextual User States via Digital Activity Monitoring,EXCLUDE,context – entity footprinting via digital activity monitoring (generic digital),10.1145/3643893
459,acm,2022,Towards Tangible Algorithms: Exploring the Experiences of Tangible Interactions with Movie Recommender Algorithms,EXCLUDE,EC2 – tangible interactions with movie recommender,10.1145/3555757
460,acm,2024,The Impact of Trendy Topics on Information Diffusion,EXCLUDE,context – information diffusion in social networks,10.1145/3634848.3634855
461,acm,2025,How Do Users Perceive Recommender Systems’ Objectives?,EXCLUDE,EC2 – user perceptions of recommender system objectives,10.1145/3705328.3748066
462,acm,2024,Vertically Autoscaling Monolithic Applications with CaaSPER: Scalable Container-as-a-Service Performance Enhanced Resizing Algorithm for the Cloud,EXCLUDE,context – Kubernetes container autoscaling (cloud computing),10.1145/3626246.3653378
463,acm,2024,"“It's a Fair Game”, or Is It? Examining How Users Navigate Disclosure Risks and Benefits When Using LLM-Based Conversational Agents",EXCLUDE,context – LLM chatbot disclosure risks and privacy,10.1145/3613904.3642385
464,acm,2022,Intentionally Biasing User Representation?: Investigating the Pros and Cons of Removing Toxic Quotes from Social Media Personas,EXCLUDE,EC2 – toxic quotes in social media persona generation,10.1145/3546155.3546647
465,acm,2025,Practitioners and Bias in Machine Learning: A Study,EXCLUDE,context – ML bias study with practitioners,10.1145/3733838
466,acm,2024,Temporal Conformity-aware Hawkes Graph Network for Recommendations,EXCLUDE,EC2 – temporal conformity-aware recommendation (Hawkes GNN),10.1145/3589334.3645354
467,acm,2023,Marketing to Children Through Online Targeted Advertising: Targeting Mechanisms and Legal Aspects,EXCLUDE,EC2 – online targeted advertising for children,10.1145/3576915.3623172
468,acm,2025,Persona-L has Entered the Chat: Leveraging LLMs and Ability-based Framework for Personas of People with Complex Needs,EXCLUDE,EC4 – no abstract, LLM-based persona generation for people with complex needs,10.1145/3706598.3713445
469,acm,2021,Best Answerers Prediction With Topic Based GAT In Q&amp,A Sites,EXCLUDE,EC2/context – best answerer prediction in Q&A communities (GAT),10.1145/3457913.3457935
470,acm,2021,Humanized Recommender Systems: State-of-the-art and Research Issues,UNCERTAIN,"IC4(personality, emotions, social connections in recommender systems)+IC3 borderline(various methods), IC5 missing – generic humanized recommender systems, potentially useful methods overview",10.1145/3446906
471,acm,2023,Toward a holistic elderly-centred behaviour monitoring solution: Achievements and Opportunities,UNCERTAIN,"IC5(domestic home environment)+IC4 borderline(behavior monitoring for elderly), IC3 missing – IoT sensor-based behavior monitoring, not relational/generative AI for psychological traits",10.1145/3594806.3596565
472,acm,2025,Privacy Perceptions of Custom GPTs by Users and Creators,EXCLUDE,context – custom GPT privacy perceptions,10.1145/3706598.3713540
473,acm,2025,Beyond Explicit and Implicit: How Users Provide Feedback to Shape Personalized Recommendation Content,EXCLUDE,EC2 – user feedback mechanisms on social media recommendation,10.1145/3706598.3713241
474,acm,2022,Where Do Queries Come From?,EXCLUDE,context – query origin in information retrieval,10.1145/3477495.3531711
475,acm,2026,Retrieval-Augmented Purifier for Robust LLM-Empowered Recommendation,EXCLUDE,EC2 – RAG-based purifier for LLM recommendation,10.1145/3795521
476,acm,2024,(Un)making AI Magic: A Design Taxonomy,EXCLUDE,context – AI enchantment design taxonomy,10.1145/3613904.3641954
477,acm,2022,Report on the 6th workshop on search-oriented conversational AI (SCAI 2021),EXCLUDE,EC4 – workshop report on conversational AI for information access,10.1145/3527546.3527569
478,acm,2021,Health personalisation: from wellbeing to medicine,EXCLUDE,context – health personalization from wellbeing to medicine (survey),10.1145/3473044.3473048
479,acm,2023,Personalised But Impersonal: Listeners' Experiences of Algorithmic Curation on Music Streaming Services,EXCLUDE,EC2 – listener experience of algorithmic curation on music streaming,10.1145/3544548.3581492
480,acm,2025,"LLM Integration in Extended Reality: A Comprehensive Review of Current Trends, Challenges, and Future Perspectives",EXCLUDE,context – LLM integration in XR review,10.1145/3706598.3714224
481,acm,2024,Learning an Explanatory Model of Data-Driven Technologies can Lead to Empowered Behavior: A Mixed-Methods Study in K-12 Computing Education,EXCLUDE,context – explanatory model of data-driven tech (K-12 education),10.1145/3632620.3671118
482,acm,2025,PolicyCraft: Supporting Collaborative and Participatory Policy Design through Case-Grounded Deliberation,EXCLUDE,context – participatory policy design system,10.1145/3706598.3713865
483,acm,2025,Immersive Invaders: Privacy Threats from Deceptive Design in Virtual Reality Games and Applications,EXCLUDE,context – VR deceptive design and privacy,10.1145/3757612
484,acm,2021,Towards Personalized XR Training and Rehabilitation Applications for Older adults,EXCLUDE,context – personalized XR training/rehabilitation for older adults,10.1145/3439231.3439271
485,acm,2025,Towards Human-AI collaborative methods in UX: a qualitative case study for discovery research platforms,EXCLUDE,context – human-AI collaboration in UX qualitative research,10.14236/ewic/bcshci2025.58
486,acm,2023,Understanding the Contribution of Recommendation Algorithms on Misinformation Recommendation and Misinformation Dissemination on Social Networks,EXCLUDE,EC2 – misinformation dissemination in recommender systems,10.1145/3616088
487,acm,2021,Report on the CHIIR 2021 third workshop on evaluation of personalisation in information retrieval (WEPIR 2021),EXCLUDE,EC4 – workshop report on evaluation of personalisation in IR,10.1145/3476415.3476422
488,acm,2021,Digital Voodoo Dolls,UNCERTAIN,"IC4(high-fidelity person modeling, 'digital voodoo doll' concept), IC3 and IC5 missing – conceptual paper without built environment or AI method, relevant theoretically",10.1145/3461702.3462626
489,acm,2024,A Survey on Trustworthy Recommender Systems,EXCLUDE,EC2 – trustworthy recommender systems survey,10.1145/3652891
490,acm,2024,Design and Implementation of E-Commerce Big Data Analysis System Based on Hadoop,EXCLUDE,EC2 – e-commerce big data analysis (Hadoop),10.1145/3644523.3644526
491,acm,2023,Catching Lies in the Act: A Framework for Early Misinformation Detection on Social Media,EXCLUDE,EC2 – early misinformation detection on social media,10.1145/3603163.3609057
492,acm,2025,Using Annotated Portfolios to Interrogate Speculative Designs: The Case of Emergent Personal Data Trails,EXCLUDE,context – speculative design for personal data trails,10.1145/3726986.3727904
493,acm,2025,Thinking Outside the Data Box: Investigating the Potential of Data Manipulation for Self-Reflection on Personal Data,EXCLUDE,context – data manipulation for personal informatics self-reflection,10.1145/3715336.3735840
494,acm,2024,Hicclip: Sonification of Augmented Eating Sounds to Intervene Snacking Behaviors,EXCLUDE,context – sonification for snacking behavior intervention (IoT device),10.1145/3643834.3661532
495,acm,2024,UniSAR: Modeling User Transition Behaviors between Search and Recommendation,EXCLUDE,EC2 – user transition behaviors between search and recommendation,10.1145/3626772.3657811
496,acm,2022,A Systematic Review of Interaction Design Strategies for Group Recommendation Systems,EXCLUDE,EC2 – interaction design for group recommendation,10.1145/3555161
497,acm,2025,Leave No One Behind: Fairness-Aware Cross-Domain Recommender Systems for Non-Overlapping Users,EXCLUDE,EC2 – fairness in cross-domain recommender systems,10.1145/3705328.3748082
498,acm,2021,Identifying Illicit Drug Dealers on Instagram with Large-scale Multimodal Data Fusion,EXCLUDE,EC2 – illicit drug dealer identification on Instagram,10.1145/3472713
499,acm,2022,Knowledge Graph Based Recommender System for an Academic Domain – A Proposal,EXCLUDE,EC2 – knowledge graph for academic recommendation (proposal),10.1145/3498851.3498959
500,acm,2023,An Architecture Using Payment Channel Networks for Blockchain-based Wi-Fi Sharing,EXCLUDE,context – blockchain Wi-Fi sharing architecture,10.1145/3529097
501,acm,2021,Declarative Variables in Online Dating: A Mixed-Method Analysis of a Mimetic-Distinctive Mechanism,EXCLUDE,EC2 – online dating declarative variables study,10.1145/3449174
502,acm,2023,KGTORe: Tailored Recommendations through Knowledge-aware GNN Models,EXCLUDE,EC2 – knowledge-aware GNN recommendation (KGTORe),10.1145/3604915.3608804
503,acm,2021,Long Short-Term Session Search: Joint Personalized Reranking and Next Query Prediction,EXCLUDE,EC2 – personalized search result reranking and query prediction,10.1145/3442381.3449941
504,acm,2021,PSSL: Self-supervised Learning for Personalized Search with Contrastive Sampling,EXCLUDE,EC2 – self-supervised personalized search,10.1145/3459637.3482379
505,acm,2024,Report on the Search Futures Workshop at ECIR 2024,EXCLUDE,EC4 – workshop report on search futures (ECIR 2024),10.1145/3687273.3687288
506,acm,2026,Research on Purchase Intention of New Energy Vehicles in China Based on Structural Equation Model,EXCLUDE,context – new energy vehicle purchase intention (structural equation),10.1145/3785706.3785893
507,acm,2025,"Designing, Implementing, and Evaluating AI Explanations: A Scoping Review of Explainable AI Frameworks",EXCLUDE,context – XAI frameworks scoping review,10.1145/3769678
508,acm,2025,Diagnosis and Management of Customer Churn in Social Commerce Scenarios,EXCLUDE,EC2 – customer churn in social commerce,
509,acm,2025,How Accessible are Virtual Reality Freehand Gestures? Understanding Barriers for Users with Upper Limb Motor Impairments,EXCLUDE,context – VR freehand gesture accessibility (motor impairments),10.1145/3663547.3746402
510,acm,2024,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,EXCLUDE,context – career support chatbot participatory design,10.1145/3640794.3665534
511,acm,2022,Adaptive Assessment and Content Recommendation in Online Programming Courses: On the Use of Elo-rating,EXCLUDE,context – adaptive assessment in online programming courses,10.1145/3511886
512,acm,2023,TONIC: A teamwork simulator and digital twin for organizational innovation challenges,EXCLUDE,context – digital twin + agent-based simulator for team formation,10.1145/3594806.3596549
513,acm,2022,"Learn over Past, Evolve for Future: Search-based Time-aware Recommendation with Sequential Behavior Data",EXCLUDE,EC2 – search-based time-aware recommendation (e-commerce),10.1145/3485447.3512117
514,acm,2023,Forecasting Smartphone Application Chains: an App-Rank Based Approach,EXCLUDE,context – smartphone app usage chain forecasting,10.1145/3626705.3627802
515,acm,2023,Cura: Curation at Social Media Scale,EXCLUDE,EC2 – social media content curation at scale,10.1145/3610186
516,acm,2025,Beyond the Headset: A Systematization of Knowledge on Extended Reality Privacy and Security in Healthcare,EXCLUDE,context – XR privacy and security in healthcare (systematization),10.1145/3756884.3766045
517,acm,2023,Survey of Authorship Identification Tasks on Arabic Texts,EXCLUDE,context – Arabic authorship identification survey,10.1145/3564156
518,acm,2021,Toward a Competency-based Approach to Co-designing Technologies with People with Intellectual Disability,EXCLUDE,context – competency-based co-design with intellectual disability,10.1145/3450355
519,acm,2024,"Designing for Personalization in Personal Informatics: Barriers and Pragmatic Approaches from the Perspectives of Designers, Developers, and Product Managers",EXCLUDE,context – personalization design in personal informatics (health),10.1145/3643834.3661622
520,acm,2024,"Who2chat: A Social Networking System for Academic Researchers in Virtual Social Hours Enabling Coordinating, Overcoming Barriers and Social Signaling",EXCLUDE,context – academic researcher social networking (Who2chat),10.1145/3637435
521,acm,2024,Towards Simulation-Based Evaluation of Recommender Systems with Carousel Interfaces,EXCLUDE,EC2 – simulation-based recommender evaluation with carousel interfaces,10.1145/3643709
522,acm,2023,Ontology-aware Prescription Recommendation in Treatment Pathways Using Multi-evidence Healthcare Data,EXCLUDE,context – ontology-aware prescription recommendation in healthcare,10.1145/3579994
523,acm,2024,Investigating Contextual Notifications to Drive Self-Monitoring in mHealth Apps for Weight Maintenance,EXCLUDE,context – mHealth app notifications for weight maintenance,10.1145/3613904.3641993
524,acm,2021,ProtoAI: Model-Informed Prototyping for AI-Powered Interfaces,EXCLUDE,context – model-informed prototyping for AI-powered interfaces,10.1145/3397481.3450640
525,acm,2024,ROLeR: Effective Reward Shaping in Offline Reinforcement Learning for Recommender Systems,EXCLUDE,EC2 – offline RL reward shaping for recommendation,10.1145/3627673.3679633
526,acm,2021,MoveAR: Continuous Biometric Authentication for Augmented Reality Headsets,EXCLUDE,context – AR headset biometric authentication,10.1145/3457339.3457983
527,acm,2022,Diversity by Design? Balancing the Inclusion and Protection of Users in an Online Social Platform,EXCLUDE,EC2/context – diversity and inclusion in online social platforms,10.1145/3514094.3534149
528,acm,2022,Practitioners Versus Users: A Value-Sensitive Evaluation of Current Industrial Recommender System Design,EXCLUDE,EC2 – value-sensitive evaluation of industrial recommender systems,10.1145/3555646
529,acm,2023,Decoupled Progressive Distillation for Sequential Prediction with Interaction Dynamics,EXCLUDE,EC2/context – sequential prediction with interaction dynamics,10.1145/3632403
530,acm,2025,"A Talking Musical Robot over Multiple Interactions: After Bonding and Empathy Fade, Relevance and Realism Arise",EXCLUDE,context – social robot with empathy over multiple HRI interactions,10.1145/3758102
531,acm,2024,EB-NeRD a large-scale dataset for news recommendation,EXCLUDE,EC2 – news recommendation large-scale dataset (EB-NeRD),10.1145/3687151.3687152
532,acm,2024,Learning to Listen Properly: Participatory Digital Projects at the German Maritime Museum Based on Iterative Co-Creation,EXCLUDE,context – German Maritime Museum participatory digital projects (no AI method),10.1145/3656585
533,acm,2022,Ada-Ranker: A Data Distribution Adaptive Ranking Paradigm for Sequential Recommendation,EXCLUDE,EC2 – adaptive ranking for sequential recommendation,10.1145/3477495.3531931
534,acm,2022,Report on the 1st simulation for information retrieval workshop (Sim4IR 2021) at SIGIR 2021,EXCLUDE,EC4 – workshop report on simulation for IR (Sim4IR 2021),10.1145/3527546.3527559
535,acm,2021,CellSense: Human Mobility Recovery via Cellular Network Data Enhancement,EXCLUDE,context – human mobility recovery via cellular network data,10.1145/3478087
536,acm,2021,SIA: Smartwatch-Enabled Inference Attacks on Physical Keyboards Using Acoustic Signals,EXCLUDE,context – smartwatch acoustic keyboard inference attack (security),10.1145/3463676.3485607
537,acm,2023,Self-determination through explanation: an ethical perspective on the implementation of the transparency requirements for recommender systems set by the Digital Services Act of the European Union,EXCLUDE,EC2 – recommender system transparency and self-determination (ethics),10.1145/3600211.3604717
538,acm,2024,Combating Missed Recalls in E-commerce Search: A CoT-Prompting Testing Approach,EXCLUDE,EC2 – e-commerce search testing with CoT prompting,10.1145/3663529.3663842
539,acm,2024,Search-based Time-aware Graph-enhanced Recommendation with Sequential Behavior Data,EXCLUDE,EC2 – search-based time-aware graph recommendation,10.1145/3605356
540,acm,2021,An Attentive Survey of Attention Models,EXCLUDE,context – attention models survey (neural networks),10.1145/3465055
541,acm,2021,Group based Personalized Search by Integrating Search Behaviour and Friend Network,EXCLUDE,EC2 – group-based personalized search (friend network),10.1145/3404835.3462918
542,acm,2022,"Retracted March 6, 2026: Research of College English Online Course Based on Cloud Computing and Exploitation for Multimedia Asian Information Processing",EXCLUDE,EC4/context – retracted paper, cloud-based English online course,10.1145/3524112
543,acm,2024,Overcoming Diverse Undesired Effects in Recommender Systems: A Deontological Approach,EXCLUDE,EC2 – overcoming undesired effects in recommender systems (ethics),10.1145/3643857
544,acm,2024,Understanding Legal Professionals' Practices and Expectations in Data Breach Incident Reporting,EXCLUDE,context – legal professionals and data breach reporting,10.1145/3658644.3690357
545,acm,2025,DHFM: Diversity-Enhanced Hypergraph Factorization Machines for Feature Interaction Modeling,EXCLUDE,context – hypergraph factorization machines for feature interaction,10.1145/3721982
546,acm,2021,Entity Recommendation for Everyday Digital Tasks,EXCLUDE,EC2 – entity recommendation for digital tasks (OS services),10.1145/3458919
547,acm,2024,GNNUERS: Fairness Explanation in GNNs for Recommendation via Counterfactual Reasoning,EXCLUDE,EC2 – GNN fairness explanation in recommendation (GNNUERS),10.1145/3655631
548,acm,2021,Sparse Feature Factorization for Recommender Systems with Knowledge Graphs,EXCLUDE,EC2 – sparse feature factorization for recommendation with KG,10.1145/3460231.3474243
549,acm,2023,Characterization and Prediction of Mobile Tasks,EXCLUDE,context – mobile task characterization and prediction,10.1145/3522711
550,acm,2021,Exploring the Utility Versus Intrusiveness of Dynamic Audience Selection on Facebook,EXCLUDE,EC2 – dynamic audience selection on Facebook,10.1145/3476083
551,acm,2023,User Tampering in Reinforcement Learning Recommender Systems,EXCLUDE,EC2 – user tampering in RL recommender systems,10.1145/3600211.3604669
552,acm,2022,Youths' Perceptions of Data Collection in Online Advertising and Social Media,EXCLUDE,EC2 – youth perceptions of data collection in online advertising,10.1145/3555576
553,acm,2023,Challenges in designing an inclusive Peer-to-peer (P2P) lending system,EXCLUDE,context – P2P lending system design,10.1145/3598469.3598475
554,acm,2021,CovidSense: A Smartphone-based Initiative for Fighting COVID-19 Spreading,EXCLUDE,context – COVID-19 smartphone initiative,10.1145/3439231.3439275
555,acm,2023,"Combating Online Misinformation Videos: Characterization, Detection, and Future Directions",EXCLUDE,EC2 – misinformation video detection,10.1145/3581783.3612426
556,acm,2022,From Explanation to Recommendation: Ethical Standards for Algorithmic Recourse,EXCLUDE,EC2 – ethical standards for algorithmic recourse (recommendation),10.1145/3514094.3534185
557,acm,2022,Spatio-Temporal Urban Knowledge Graph Enabled Mobility Prediction,EXCLUDE,context – spatio-temporal urban KG for mobility prediction (not user psychological modeling),10.1145/3494993
558,acm,2021,"Report on the CyCAT winter school on fairness, accountability, transparency and ethics (FATE) in AI",EXCLUDE,EC4 – school report on fairness/ethics in AI (FATE workshop),10.1145/3476415.3476419
559,acm,2024,Real-time 3D Target Inference via Biomechanical Simulation,EXCLUDE,context – 3D target inference via biomechanical simulation,10.1145/3613904.3642131
560,acm,2021,A Hybrid Framework for Session Context Modeling,EXCLUDE,EC2/context – session context modeling for web search,10.1145/3448127
561,acm,2021,Does More Context Help? Effects of Context Window and Application Source on Retrieval Performance,EXCLUDE,EC2/context – context window effects on web search,10.1145/3474055
562,acm,2023,"Automated Urban Planning for Reimagining City Configuration via Adversarial Learning: Quantification, Generation, and Evaluation",EXCLUDE,context – automated urban planning with adversarial learning,10.1145/3524302
563,acm,2021,"To Each Their Own (Type): A Systematic Mapping Study on Player's Motivations, Behavior, and Personality Characteristics",EXCLUDE,context – player motivations and personality in digital games,10.1145/3472301.3484352
564,acm,2021,This Website Uses Nudging: MTurk Workers' Behaviour on Cookie Consent Notices,EXCLUDE,context – cookie consent nudging (GDPR/web),10.1145/3476087
565,acm,2023,"""“My sex-related data is more sensitive than my financial data and I want the same level of security and privacy\"": User Risk Perceptions and Protective Actions in Female-oriented Technologies",EXCLUDE,context – female-oriented health technology data privacy,10.1145/3617072.3617100
566,acm,2023,FEBench: A Benchmark for Real-Time Relational Data Feature Extraction,EXCLUDE,context – real-time relational data feature extraction benchmark,10.14778/3611540.3611550
567,acm,2021,Inverse Foraging: Inferring Users' Interest in Pervasive Displays,UNCERTAIN,IC5(pervasive/ambient displays in built spaces)+IC4 borderline(user interest inference), IC3 missing – inverse foraging algorithm not relational/generative AI,10.1145/3478103
568,acm,2022,Prototype Feature Extraction for Multi-task Learning,EXCLUDE,EC2/context – prototype feature extraction for MTL (recommendation/search),10.1145/3485447.3512119
569,acm,2023,BioCase: Privacy Protection via Acoustic Sensing of Finger Touches on Smartphone Case Mini-Structures,EXCLUDE,context – acoustic sensing biometrics on smartphone cases,10.1145/3581791.3596841
570,acm,2021,"“Try, Try, Try Again:” Sequence Analysis of User Interaction Data with a Voice User Interface",EXCLUDE,context – voice user interface sequence analysis (usability),10.1145/3469595.3469613
571,acm,2021,The Crowd Wisdom for Location Privacy of Crowdsensing Photos: Spear or Shield?,EXCLUDE,context – location privacy in photo crowdsensing,10.1145/3478106
572,acm,2021,ConceptGuide: Supporting Online Video Learning with Concept Map-based Recommendation of Learning Path,EXCLUDE,context – online video learning concept map recommendation,10.1145/3442381.3449808
573,acm,2022,A Comparative Analysis on Fake News Detection Methods,EXCLUDE,context – fake news detection methods comparison,10.1145/3542954.3543010
574,acm,2022,"Cryptography, Trust and Privacy: It's Complicated",EXCLUDE,context – cryptography and privacy,10.1145/3511265.3550443
575,acm,2023,Detecting and Measuring Aggressive Location Harvesting in Mobile Apps via Data-flow Path Embedding,EXCLUDE,context – aggressive location harvesting in mobile apps,10.1145/3579447
576,acm,2021,RecSSD: near data processing for solid state drive based recommendation inference,EXCLUDE,context – near data processing for recommendation inference (hardware),10.1145/3445814.3446763
577,savedrecs,,,EXCLUDE,"EC4 – empty entry, no title, no abstract",
578,savedrecs,2024,Big Brother is Watching You: Non-Intrusive ZigBee User Profiling,EXCLUDE,"context – ZigBee user profiling in smart homes for network security purposes (privacy threat, not psychological user modeling)",10.23919/CNSM62983.2024.10814609
579,savedrecs,2022,Sixth HUMANIZE Workshop on Transparency and Explainability in Adaptive Systems Through User Modeling Grounded in Psychological Theory: Summary,EXCLUDE,EC4 – HUMANIZE workshop summary (non-full paper),10.1145/3490100.3511167
580,savedrecs,2024,Dynamic user profile construction and its application to smart product-service system design: A maternity-oriented case study,UNCERTAIN,"IC4(dynamic user profile, behavioral/emotional traits)+IC5 borderline(smart PSS/product-service system), IC3 missing – profiling framework without relational/generative AI",10.1016/j.eswa.2024.123772
581,savedrecs,2026,Mobility user profiling for tailored sustainable nudging. First insights from the GreenGo experience,EXCLUDE,context – sustainable mobility user profiling (transportation app),
582,savedrecs,2024,Seventh HUMANIZE Workshop on Transparency and Explainability in Adaptive Systems Through User Modeling Grounded in Psychological Theory: Summary,EXCLUDE,EC4 – HUMANIZE workshop summary (non-full paper),10.1145/3640544.3645251
583,savedrecs,2024,Evaluating Cyber Security Dashboards for Smart Cities and Buildings: Enhancing User Modeling with LLMs,UNCERTAIN,IC3(LLMs)+IC5(smart cities and buildings explicitly)+IC4 borderline(user modeling for human behavior in cybersecurity dashboards), LLM-enhanced user modeling in smart building context but focus is cybersecurity visualization,10.1145/3664476.3670943
584,savedrecs,2026,Intelligent Data-Driven Precision Marketing,EXCLUDE,EC2 – precision marketing with AI and big data,10.4018/IJeC.402192
585,savedrecs,2022,Lightweight and Practical Privacy-Preserving Image Masking in Smart Community,EXCLUDE,context – image privacy masking in smart community (no user modeling),10.1007/978-3-031-15777-6\_13
586,savedrecs,2023,Narrating the Museum: Enhancing Cultural Heritage Through User Profiling and Individualized Content,UNCERTAIN,"IC4(user profiling, individualized content, collective memory)+IC5(museum/cultural heritage as built environment), IC3 missing – no relational/generative AI method described",10.1007/978-3-031-41637-8\_47
587,savedrecs,2022,Evaluating Calibration-freeWebcam-based Eye Tracking for Gaze-based User Modeling,EXCLUDE,context – webcam-based eye tracking for gaze-based user modeling (methodology),10.1145/3536221.3556580
588,savedrecs,2024,Symptom Reduction and Engagement in a Cognitive-Behavioral Mobile Phone App: A Study of User Profiling to Determine Prognostic Indicators,EXCLUDE,context – cognitive-behavioral mental health app user profiling,10.1016/j.beth.2023.05.014
