id,source,year,title,decision,reason,doi
443,acm,2024,A Learnable Agent Collaboration Network Framework for Personalized Multimodal AI Search Engine,UNCERTAIN,no built environment context detected,10.1145/3689091.3690087
444,acm,2025,Domain Experience and Expertise in Explainable AI Applications: A Bearing Fault Diagnosis Case Study,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3757583
445,acm,2025,Research on the demand of game Industry Talent based on Online recruitment,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3745238.3745522
446,acm,2026,User Risk Perceptions and Privacy Attitudes towards Menopause Data Collection and Use,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3797822
447,acm,2022,Supporting people with autism spectrum disorders in the exploration of PoIs: an inclusive recommender system,UNCERTAIN,no built environment context detected,10.1145/3505267
448,acm,2021,Market2Dish: Health-aware Food Recommendation,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3418211
449,acm,2025,Through Their Eyes: User Perceptions on Sensitive Attribute Inference of Social Media Videos by Visual Language Models,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3733816.3760751
450,acm,2025,Tapping the Potential of Large Language Models as Recommender Systems: A Comprehensive Framework and Empirical Analysis,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3726871
451,acm,2024,Designing online peer support for parents of adolescents at risk of mental health challenges,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3613904.3642184
452,acm,2025,Understanding #CreepyTech: Exploring the Context of Creepiness of Emerging Technology,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.14236/ewic/bcshci2025.11
453,acm,2023,Contrastive Learning for User Sequence Representation in Personalized Product Search,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3580305.3599287
454,acm,2023,Recognize News Transition from Collective Behavior for News Recommendation,EXCLUDE,EC2 – web/social platform context (news recommendation),10.1145/3578362
455,acm,2025,"Long-Term Interactions with Social Robots: Trends, Insights, and Recommendations",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3729539
456,acm,2026,From Patient Burdens to User Agency: Designing for Real-Time Protection Support in Online Health Consultations,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3714394.3756335
457,acm,2025,Blooming Beats: An Interactive Explainable Recommender System for Exploring Personal Music Narratives through Data Humanism Principles,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3750069.3750396
458,acm,2024,Entity Footprinting: Modeling Contextual User States via Digital Activity Monitoring,UNCERTAIN,no built environment context detected,10.1145/3643893
459,acm,2022,Towards Tangible Algorithms: Exploring the Experiences of Tangible Interactions with Movie Recommender Algorithms,EXCLUDE,EC2 – web/social platform context (movie recommendation),10.1145/3555757
460,acm,2024,The Impact of Trendy Topics on Information Diffusion,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3634848.3634855
461,acm,2025,How Do Users Perceive Recommender Systems’ Objectives?,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3705328.3748066
462,acm,2024,Vertically Autoscaling Monolithic Applications with CaaSPER: Scalable Container-as-a-Service Performance Enhanced Resizing Algorithm for the Cloud,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3626246.3653378
463,acm,2024,"“It's a Fair Game”, or Is It? Examining How Users Navigate Disclosure Risks and Benefits When Using LLM-Based Conversational Agents",UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3613904.3642385
464,acm,2022,Intentionally Biasing User Representation?: Investigating the Pros and Cons of Removing Toxic Quotes from Social Media Personas,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3546155.3546647
465,acm,2025,Practitioners and Bias in Machine Learning: A Study,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3733838
466,acm,2024,Temporal Conformity-aware Hawkes Graph Network for Recommendations,UNCERTAIN,no built environment context detected,10.1145/3589334.3645354
467,acm,2023,Marketing to Children Through Online Targeted Advertising: Targeting Mechanisms and Legal Aspects,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3576915.3623172
468,acm,2025,Persona-L has Entered the Chat: Leveraging LLMs and Ability-based Framework for Personas of People with Complex Needs,EXCLUDE,EC4 – no abstract available,10.1145/3706598.3713445
469,acm,2021,Best Answerers Prediction With Topic Based GAT In Q&amp;A Sites,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3457913.3457935
470,acm,2021,Humanized Recommender Systems: State-of-the-art and Research Issues,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3446906
471,acm,2023,Toward a holistic elderly-centred behaviour monitoring solution: Achievements and Opportunities,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3594806.3596565
472,acm,2025,Privacy Perceptions of Custom GPTs by Users and Creators,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3706598.3713540
473,acm,2025,Beyond Explicit and Implicit: How Users Provide Feedback to Shape Personalized Recommendation Content,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3706598.3713241
474,acm,2022,Where Do Queries Come From?,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3477495.3531711
475,acm,2026,Retrieval-Augmented Purifier for Robust LLM-Empowered Recommendation,UNCERTAIN,no built environment context detected,10.1145/3795521
476,acm,2024,(Un)making AI Magic: A Design Taxonomy,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3613904.3641954
477,acm,2022,Report on the 6th workshop on search-oriented conversational AI (SCAI 2021),UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3527546.3527569
478,acm,2021,Health personalisation: from wellbeing to medicine,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3473044.3473048
479,acm,2023,Personalised But Impersonal: Listeners' Experiences of Algorithmic Curation on Music Streaming Services,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3544548.3581492
480,acm,2025,"LLM Integration in Extended Reality: A Comprehensive Review of Current Trends, Challenges, and Future Perspectives",UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3706598.3714224
481,acm,2024,Learning an Explanatory Model of Data-Driven Technologies can Lead to Empowered Behavior: A Mixed-Methods Study in K-12 Computing Education,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3632620.3671118
482,acm,2025,PolicyCraft: Supporting Collaborative and Participatory Policy Design through Case-Grounded Deliberation,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3706598.3713865
483,acm,2025,Immersive Invaders: Privacy Threats from Deceptive Design in Virtual Reality Games and Applications,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3757612
484,acm,2021,Towards Personalized XR Training and Rehabilitation Applications for Older adults,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3439231.3439271
485,acm,2025,Towards Human-AI collaborative methods in UX: a qualitative case study for discovery research platforms,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.14236/ewic/bcshci2025.58
486,acm,2023,Understanding the Contribution of Recommendation Algorithms on Misinformation Recommendation and Misinformation Dissemination on Social Networks,EXCLUDE,EC2 – web/social platform context (twitter),10.1145/3616088
487,acm,2021,Report on the CHIIR 2021 third workshop on evaluation of personalisation in information retrieval (WEPIR 2021),UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3476415.3476422
488,acm,2021,Digital Voodoo Dolls,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3461702.3462626
489,acm,2024,A Survey on Trustworthy Recommender Systems,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3652891
490,acm,2024,Design and Implementation of E-Commerce Big Data Analysis System Based on Hadoop,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3644523.3644526
491,acm,2023,Catching Lies in the Act: A Framework for Early Misinformation Detection on Social Media,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3603163.3609057
492,acm,2025,Using Annotated Portfolios to Interrogate Speculative Designs: The Case of Emergent Personal Data Trails,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3726986.3727904
493,acm,2025,Thinking Outside the Data Box: Investigating the Potential of Data Manipulation for Self-Reflection on Personal Data,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3715336.3735840
494,acm,2024,Hicclip: Sonification of Augmented Eating Sounds to Intervene Snacking Behaviors,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3643834.3661532
495,acm,2024,UniSAR: Modeling User Transition Behaviors between Search and Recommendation,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3626772.3657811
496,acm,2022,A Systematic Review of Interaction Design Strategies for Group Recommendation Systems,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3555161
497,acm,2025,Leave No One Behind: Fairness-Aware Cross-Domain Recommender Systems for Non-Overlapping Users,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3705328.3748082
498,acm,2021,Identifying Illicit Drug Dealers on Instagram with Large-scale Multimodal Data Fusion,EXCLUDE,"EC2 – web/social platform context (social media, instagram)",10.1145/3472713
499,acm,2022,Knowledge Graph Based Recommender System for an Academic Domain – A Proposal,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3498851.3498959
500,acm,2023,An Architecture Using Payment Channel Networks for Blockchain-based Wi-Fi Sharing,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3529097
501,acm,2021,Declarative Variables in Online Dating: A Mixed-Method Analysis of a Mimetic-Distinctive Mechanism,UNCERTAIN,no occupant preference/intent dimension detected,10.1145/3449174
502,acm,2023,KGTORe: Tailored Recommendations through Knowledge-aware GNN Models,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3604915.3608804
503,acm,2021,Long Short-Term Session Search: Joint Personalized Reranking and Next Query Prediction,UNCERTAIN,no built environment context detected,10.1145/3442381.3449941
504,acm,2021,PSSL: Self-supervised Learning for Personalized Search with Contrastive Sampling,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3459637.3482379
505,acm,2024,Report on the Search Futures Workshop at ECIR 2024,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3687273.3687288
506,acm,2026,Research on Purchase Intention of New Energy Vehicles in China Based on Structural Equation Model,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3785706.3785893
507,acm,2025,"Designing, Implementing, and Evaluating AI Explanations: A Scoping Review of Explainable AI Frameworks",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3769678
508,acm,2025,Diagnosis and Management of Customer Churn in Social Commerce Scenarios,EXCLUDE,EC2 – web/social platform context (e-commerce),
509,acm,2025,How Accessible are Virtual Reality Freehand Gestures? Understanding Barriers for Users with Upper Limb Motor Impairments,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3663547.3746402
510,acm,2024,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3640794.3665534
511,acm,2022,Adaptive Assessment and Content Recommendation in Online Programming Courses: On the Use of Elo-rating,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3511886
512,acm,2023,TONIC: A teamwork simulator and digital twin for organizational innovation challenges,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3594806.3596549
513,acm,2022,"Learn over Past, Evolve for Future: Search-based Time-aware Recommendation with Sequential Behavior Data",EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3485447.3512117
514,acm,2023,Forecasting Smartphone Application Chains: an App-Rank Based Approach,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3626705.3627802
515,acm,2023,Cura: Curation at Social Media Scale,EXCLUDE,EC4 – workshop summary / non-full paper,10.1145/3610186
516,acm,2025,Beyond the Headset: A Systematization of Knowledge on Extended Reality Privacy and Security in Healthcare,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3756884.3766045
517,acm,2023,Survey of Authorship Identification Tasks on Arabic Texts,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3564156
518,acm,2021,Toward a Competency-based Approach to Co-designing Technologies with People with Intellectual Disability,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3450355
519,acm,2024,"Designing for Personalization in Personal Informatics: Barriers and Pragmatic Approaches from the Perspectives of Designers, Developers, and Product Managers",UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3643834.3661622
520,acm,2024,"Who2chat: A Social Networking System for Academic Researchers in Virtual Social Hours Enabling Coordinating, Overcoming Barriers and Social Signaling",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3637435
521,acm,2024,Towards Simulation-Based Evaluation of Recommender Systems with Carousel Interfaces,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3643709
522,acm,2023,Ontology-aware Prescription Recommendation in Treatment Pathways Using Multi-evidence Healthcare Data,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3579994
523,acm,2024,Investigating Contextual Notifications to Drive Self-Monitoring in mHealth Apps for Weight Maintenance,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3613904.3641993
524,acm,2021,ProtoAI: Model-Informed Prototyping for AI-Powered Interfaces,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3397481.3450640
525,acm,2024,ROLeR: Effective Reward Shaping in Offline Reinforcement Learning for Recommender Systems,EXCLUDE,EC2 – web/social platform context (online platform),10.1145/3627673.3679633
526,acm,2021,MoveAR: Continuous Biometric Authentication for Augmented Reality Headsets,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3457339.3457983
527,acm,2022,Diversity by Design? Balancing the Inclusion and Protection of Users in an Online Social Platform,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3514094.3534149
528,acm,2022,Practitioners Versus Users: A Value-Sensitive Evaluation of Current Industrial Recommender System Design,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3555646
529,acm,2023,Decoupled Progressive Distillation for Sequential Prediction with Interaction Dynamics,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3632403
530,acm,2025,"A Talking Musical Robot over Multiple Interactions: After Bonding and Empathy Fade, Relevance and Realism Arise",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3758102
531,acm,2024,EB-NeRD a large-scale dataset for news recommendation,EXCLUDE,EC2 – web/social platform context (news recommendation),10.1145/3687151.3687152
532,acm,2024,Learning to Listen Properly: Participatory Digital Projects at the German Maritime Museum Based on Iterative Co-Creation,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3656585
533,acm,2022,Ada-Ranker: A Data Distribution Adaptive Ranking Paradigm for Sequential Recommendation,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3477495.3531931
534,acm,2022,Report on the 1st simulation for information retrieval workshop (Sim4IR 2021) at SIGIR 2021,EXCLUDE,EC4 – workshop summary / non-full paper,10.1145/3527546.3527559
535,acm,2021,CellSense: Human Mobility Recovery via Cellular Network Data Enhancement,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3478087
536,acm,2021,SIA: Smartwatch-Enabled Inference Attacks on Physical Keyboards Using Acoustic Signals,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3463676.3485607
537,acm,2023,Self-determination through explanation: an ethical perspective on the implementation of the transparency requirements for recommender systems set by the Digital Services Act of the European Union,EXCLUDE,"EC2 – web/social platform context (social media, e-commerce)",10.1145/3600211.3604717
538,acm,2024,Combating Missed Recalls in E-commerce Search: A CoT-Prompting Testing Approach,EXCLUDE,EC2 – web/social platform context (e-commerce),10.1145/3663529.3663842
539,acm,2024,Search-based Time-aware Graph-enhanced Recommendation with Sequential Behavior Data,EXCLUDE,EC2 – web/social platform context (click-through rate),10.1145/3605356
540,acm,2021,An Attentive Survey of Attention Models,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3465055
541,acm,2021,Group based Personalized Search by Integrating Search Behaviour and Friend Network,UNCERTAIN,no built environment context detected,10.1145/3404835.3462918
542,acm,2022,"Retracted March 6, 2026: Research of College English Online Course Based on Cloud Computing and Exploitation for Multimedia Asian Information Processing",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3524112
543,acm,2024,Overcoming Diverse Undesired Effects in Recommender Systems: A Deontological Approach,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3643857
544,acm,2024,Understanding Legal Professionals' Practices and Expectations in Data Breach Incident Reporting,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3658644.3690357
545,acm,2025,DHFM: Diversity-Enhanced Hypergraph Factorization Machines for Feature Interaction Modeling,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3721982
546,acm,2021,Entity Recommendation for Everyday Digital Tasks,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3458919
547,acm,2024,GNNUERS: Fairness Explanation in GNNs for Recommendation via Counterfactual Reasoning,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3655631
548,acm,2021,Sparse Feature Factorization for Recommender Systems with Knowledge Graphs,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3460231.3474243
549,acm,2023,Characterization and Prediction of Mobile Tasks,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3522711
550,acm,2021,Exploring the Utility Versus Intrusiveness of Dynamic Audience Selection on Facebook,EXCLUDE,EC2 – web/social platform context (facebook),10.1145/3476083
551,acm,2023,User Tampering in Reinforcement Learning Recommender Systems,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3600211.3604669
552,acm,2022,Youths' Perceptions of Data Collection in Online Advertising and Social Media,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3555576
553,acm,2023,Challenges in designing an inclusive Peer-to-peer (P2P) lending system,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3598469.3598475
554,acm,2021,CovidSense: A Smartphone-based Initiative for Fighting COVID-19 Spreading,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3439231.3439275
555,acm,2023,"Combating Online Misinformation Videos: Characterization, Detection, and Future Directions",UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3581783.3612426
556,acm,2022,From Explanation to Recommendation: Ethical Standards for Algorithmic Recourse,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3514094.3534185
557,acm,2022,Spatio-Temporal Urban Knowledge Graph Enabled Mobility Prediction,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3494993
558,acm,2021,"Report on the CyCAT winter school on fairness, accountability, transparency and ethics (FATE) in AI",EXCLUDE,EC4 – workshop summary / non-full paper,10.1145/3476415.3476419
559,acm,2024,Real-time 3D Target Inference via Biomechanical Simulation,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3613904.3642131
560,acm,2021,A Hybrid Framework for Session Context Modeling,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3448127
561,acm,2021,Does More Context Help? Effects of Context Window and Application Source on Retrieval Performance,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3474055
562,acm,2023,"Automated Urban Planning for Reimagining City Configuration via Adversarial Learning: Quantification, Generation, and Evaluation",UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3524302
563,acm,2021,"To Each Their Own (Type): A Systematic Mapping Study on Player's Motivations, Behavior, and Personality Characteristics",UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3472301.3484352
564,acm,2021,This Website Uses Nudging: MTurk Workers' Behaviour on Cookie Consent Notices,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3476087
565,acm,2023,"""“My sex-related data is more sensitive than my financial data and I want the same level of security and privacy\"": User Risk Perceptions and Protective Actions in Female-oriented Technologies",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3617072.3617100
566,acm,2023,FEBench: A Benchmark for Real-Time Relational Data Feature Extraction,EXCLUDE,"EC2 – web/social platform context (e-commerce, product recommendation)",10.14778/3611540.3611550
567,acm,2021,Inverse Foraging: Inferring Users' Interest in Pervasive Displays,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3478103
568,acm,2022,Prototype Feature Extraction for Multi-task Learning,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3485447.3512119
569,acm,2023,BioCase: Privacy Protection via Acoustic Sensing of Finger Touches on Smartphone Case Mini-Structures,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3581791.3596841
570,acm,2021,"“Try, Try, Try Again:” Sequence Analysis of User Interaction Data with a Voice User Interface",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3469595.3469613
571,acm,2021,The Crowd Wisdom for Location Privacy of Crowdsensing Photos: Spear or Shield?,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3478106
572,acm,2021,ConceptGuide: Supporting Online Video Learning with Concept Map-based Recommendation of Learning Path,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3442381.3449808
573,acm,2022,A Comparative Analysis on Fake News Detection Methods,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3542954.3543010
574,acm,2022,"Cryptography, Trust and Privacy: It's Complicated",UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3511265.3550443
575,acm,2023,Detecting and Measuring Aggressive Location Harvesting in Mobile Apps via Data-flow Path Embedding,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3579447
576,acm,2021,RecSSD: near data processing for solid state drive based recommendation inference,EXCLUDE,EC2 – web/social platform context (social media),10.1145/3445814.3446763
577,savedrecs,,,EXCLUDE,EC4 – no abstract available,
578,savedrecs,2024,Big Brother is Watching You: Non-Intrusive ZigBee User Profiling,UNCERTAIN,no AI method detected,10.23919/CNSM62983.2024.10814609
579,savedrecs,2022,Sixth HUMANIZE Workshop on Transparency and Explainability in Adaptive Systems Through User Modeling Grounded in Psychological Theory: Summary,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3490100.3511167
580,savedrecs,2024,Dynamic user profile construction and its application to smart product-service system design: A maternity-oriented case study,UNCERTAIN,no AI method detected; no built environment context detected,10.1016/j.eswa.2024.123772
581,savedrecs,2026,Mobility user profiling for tailored sustainable nudging. First insights from the GreenGo experience,UNCERTAIN,no AI method detected; no built environment context detected,
582,savedrecs,2024,Seventh HUMANIZE Workshop on Transparency and Explainability in Adaptive Systems Through User Modeling Grounded in Psychological Theory: Summary,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3640544.3645251
583,savedrecs,2024,Evaluating Cyber Security Dashboards for Smart Cities and Buildings: Enhancing User Modeling with LLMs,INCLUDE,IC3(generative: large language model) + IC4(user model) + IC5(smart building),10.1145/3664476.3670943
584,savedrecs,2026,Intelligent Data-Driven Precision Marketing,EXCLUDE,EC2 – web/social platform context (e-commerce),10.4018/IJeC.402192
585,savedrecs,2022,Lightweight and Practical Privacy-Preserving Image Masking in Smart Community,UNCERTAIN,no AI method detected,10.1007/978-3-031-15777-6\_13
586,savedrecs,2023,Narrating the Museum: Enhancing Cultural Heritage Through User Profiling and Individualized Content,UNCERTAIN,no AI method detected; no built environment context detected,10.1007/978-3-031-41637-8\_47
587,savedrecs,2022,Evaluating Calibration-freeWebcam-based Eye Tracking for Gaze-based User Modeling,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3536221.3556580
588,savedrecs,2024,Symptom Reduction and Engagement in a Cognitive-Behavioral Mobile Phone App: A Study of User Profiling to Determine Prognostic Indicators,UNCERTAIN,no AI method detected; no built environment context detected,10.1016/j.beth.2023.05.014
589,savedrecs,2024,Mastering Mind and Movement ACM UMAP 2024 Tutorial on Modeling Intelligent Psychomotor Systems (M3@ACM UMAP 2024),EXCLUDE,EC4 – workshop summary / non-full paper,10.1145/3631700.3658534
590,savedrecs,2023,Blockchain-Modeled Edge-Computing-Based Smart Home Monitoring System with Energy Usage Prediction,INCLUDE,IC3(generative: rag) + IC4(user profile) + IC5(smart home),10.3390/s23115263
591,savedrecs,2022,Exploring the Detection of Spontaneous Recollections during Video-viewing In-the-Wild using Facial Behavior Analysis,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.1145/3536221.3556609
592,savedrecs,2025,Personalized Learning of Programming Fundamentals Through Robotic Simulations,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1007/978-3-031-93409-4\_13
593,savedrecs,2023,5th Workshop on Explainable User Models and Personalised Systems (ExUM),UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3563359.3595629
594,savedrecs,2025,Eye-Based Recognition of User Traits and States-A Systematic State-of-the-Art Review,UNCERTAIN,no built environment context detected,10.3390/jemr18020008
595,savedrecs,2023,Personalized home-care support for the elderly: a field experience with a social robot at home,UNCERTAIN,no AI method detected; no built environment context detected,10.1007/s11257-022-09333-y
596,savedrecs,2025,Building Human-AI Reliance Through Cognitive Engagement and Exploratory AI Assistance,UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3708319.3734171
597,savedrecs,2022,The 4th Workshop on Modeling Socio-Emotional and Cognitive Processes from Multimodal Data In-the-Wild (MSECP-Wild),UNCERTAIN,no AI method detected; no occupant preference/intent dimension detected; no built environment context detected,10.1145/3536221.3564029
598,savedrecs,2025,A Trust-Aware Architecture for Personalized Digital Health: Integrating Blueprint Personas and Ontology-Based Reasoning,UNCERTAIN,no built environment context detected,10.1007/s10916-025-02255-3
599,savedrecs,2023,Towards Human-Centric Psychomotor Recommender Systems,UNCERTAIN,no AI method detected; no built environment context detected,10.1145/3563359.3596993
600,savedrecs,2022,Infusing Expert Knowledge Into a Deep Neural Network Using Attention Mechanism for Personalized Learning Environments,UNCERTAIN,no built environment context detected,10.3389/frai.2022.921476
601,savedrecs,2023,Unsupervised Clustering and Explainable AI for Unveiling Behavioral Variations Across Time in Home-Appliance Generated Data,INCLUDE,IC3(general-ml: clustering) + IC4(user profil) + IC5(smart home),10.1007/978-3-031-48316-5\_17
602,savedrecs,2022,Personalizing Care Through Robotic Assistance and Clinical Supervision,UNCERTAIN,no occupant preference/intent dimension detected; no built environment context detected,10.3389/frobt.2022.883814
